dimension,term,building_count,building_ratio,occurrence_count
建筑空间布局,对称栏板望柱,1,0.002439,1
建筑空间布局,对称桥孔,1,0.002439,1
建筑空间布局,对称石狮排列,1,0.002439,1
建筑空间布局,对称递减跨径,1,0.002439,1
建筑空间布局,对称雕饰布局,1,0.002439,1
建筑空间布局,寿字形布局,1,0.002439,1
建筑空间布局,封闭式院落,1,0.002439,1
建筑空间布局,小中见大,1,0.002439,1
建筑空间布局,小巷连接,1,0.002439,1
建筑空间布局,小广场前置,1,0.002439,1
建筑空间布局,小庭园辅景,1,0.002439,1
建筑空间布局,层叠上坡,1,0.002439,1
建筑空间布局,层层递升,1,0.002439,1
建筑空间布局,居山不居坝,1,0.002439,1
建筑空间布局,居楼布局,1,0.002439,1
建筑空间布局,屋宇连栋,1,0.002439,1
建筑空间布局,山主池辅,1,0.002439,1
建筑空间布局,山响草堂为中心,1,0.002439,1
建筑空间布局,山地台地布局,1,0.002439,1
建筑空间布局,山地城址,1,0.002439,1
建筑空间布局,山地聚落,1,0.002439,1
建筑空间布局,山坡集中式,1,0.002439,1
建筑空间布局,山城一体,1,0.002439,1
建筑空间布局,山峦区,1,0.002439,1
建筑空间布局,山水桥榭,1,0.002439,1
建筑空间布局,山水点景,1,0.002439,1
建筑空间布局,山麓依附,1,0.002439,1
建筑空间布局,岩屋群布局,1,0.002439,1
建筑空间布局,岭南建筑风格,1,0.002439,1
建筑空间布局,峡谷崖口布局,1,0.002439,1
建筑空间布局,川字形布局,1,0.002439,1
建筑空间布局,州署居中,1,0.002439,1
建筑空间布局,工字形格局,1,0.002439,1
建筑空间布局,左右两阁并立,1,0.002439,1
建筑空间布局,左右配阁,1,0.002439,1
建筑空间布局,左居室右书房,1,0.002439,1
建筑空间布局,左文右武,1,0.002439,1
建筑空间布局,巷道幽深,1,0.002439,1
建筑空间布局,巷道网络,1,0.002439,1
建筑空间布局,巷道连通,1,0.002439,1
建筑空间布局,巷院兼通结构,1,0.002439,1
建筑空间布局,布局大方合理,1,0.002439,1
建筑空间布局,布局精巧,1,0.002439,1
建筑空间布局,带楼阁布局,1,0.002439,1
建筑空间布局,干枝式布局,1,0.002439,1
建筑空间布局,平原区,1,0.002439,1
建筑空间布局,平座,1,0.002439,1
建筑空间布局,平行运河布局,1,0.002439,1
建筑空间布局,平顶可上人屋面,1,0.002439,1
建筑空间布局,并列式布局,1,0.002439,1
建筑空间布局,庄园式布局,1,0.002439,1
建筑空间布局,庑廊连接,1,0.002439,1
建筑空间布局,底层架空,1,0.002439,1
建筑空间布局,庙宇对称配置,1,0.002439,1
建筑空间布局,府卫隔河,1,0.002439,1
建筑空间布局,府第式布局,1,0.002439,1
建筑空间布局,座南朝北,1,0.002439,1
建筑空间布局,庭院一体,1,0.002439,1
建筑空间布局,庭院布局,1,0.002439,1
建筑空间布局,庭院楼阁布局,1,0.002439,1
建筑空间布局,庭院组合,1,0.002439,1
建筑空间布局,廊屋二十一间,1,0.002439,1
建筑空间布局,廊屋亭阁一体,1,0.002439,1
建筑空间布局,廊屋式布局,1,0.002439,1
建筑空间布局,廊屋式平面,1,0.002439,1
建筑空间布局,廊庑式通廊,1,0.002439,1
建筑空间布局,廊式四合院,1,0.002439,1
建筑空间布局,廊柱环绕,1,0.002439,1
建筑空间布局,廊桥博物园,1,0.002439,1
建筑空间布局,廊桥文化园,1,0.002439,1
建筑空间布局,廊桥连接,1,0.002439,1
建筑空间布局,廊道,1,0.002439,1
建筑空间布局,廊道式,1,0.002439,1
建筑空间布局,廊道式布局,1,0.002439,1
建筑空间布局,廊道连接,1,0.002439,1
建筑空间布局,建筑-水池-山林,1,0.002439,1
建筑空间布局,开敞空间,1,0.002439,1
建筑空间布局,引桥,1,0.002439,1
建筑空间布局,引桥-桥墩-廊屋复合布局,1,0.002439,1
建筑空间布局,引桥对称布局,1,0.002439,1
建筑空间布局,引桥小屋,1,0.002439,1
建筑空间布局,引桥衔接,1,0.002439,1
建筑空间布局,弧形堤体,1,0.002439,1
建筑空间布局,弧形桥身,1,0.002439,1
建筑空间布局,影壁起点,1,0.002439,1
建筑空间布局,影壁辕门,1,0.002439,1
建筑空间布局,戏台院,1,0.002439,1
建筑空间布局,戏楼,1,0.002439,1
建筑空间布局,成贤街,1,0.002439,1
建筑空间布局,户户相通,1,0.002439,1
建筑空间布局,房间密集布局,1,0.002439,1
建筑空间布局,护厝布局,1,0.002439,1
建筑空间布局,护城壕,1,0.002439,1
建筑空间布局,护城河引水,1,0.002439,1
建筑空间布局,护城河环绕,1,0.002439,1
建筑空间布局,抱鼓石配置,1,0.002439,1
建筑空间布局,拱轴线布局,1,0.002439,1
建筑空间布局,拱门四向设制,1,0.002439,1
建筑空间布局,推槽式圆门分隔,1,0.002439,1
建筑空间布局,攒尖顶中阁,1,0.002439,1
建筑空间布局,敞开式正立面,1,0.002439,1
建筑空间布局,散点布局,1,0.002439,1
建筑空间布局,方型土堡,1,0.002439,1
建筑空间布局,方形台基,1,0.002439,1
建筑空间布局,方形墓制,1,0.002439,1
建筑空间布局,方正规矩布局,1,0.002439,1
建筑空间布局,无固定朝向,1,0.002439,1
建筑空间布局,明清古建筑群,1,0.002439,1
建筑空间布局,明远楼,1,0.002439,1
建筑空间布局,星斗布局,1,0.002439,1
建筑空间布局,晋元楼,1,0.002439,1
建筑空间布局,暗道连接,1,0.002439,1
建筑空间布局,曲尺形,1,0.002439,1
建筑空间布局,曲尺隙地造园,1,0.002439,1
建筑空间布局,曲廊小桥串联,1,0.002439,1
建筑空间布局,曲折回环,1,0.002439,1
建筑空间布局,曲折桥身,1,0.002439,1
建筑空间布局,曲折迂回布局,1,0.002439,1
建筑空间布局,月台高起,1,0.002439,1
建筑空间布局,月城,1,0.002439,1
建筑空间布局,月墙侧门,1,0.002439,1
建筑空间布局,月沼中心布局,1,0.002439,1
建筑空间布局,有机系统,1,0.002439,1
建筑空间布局,望柱,1,0.002439,1
建筑空间布局,望柱栏板式,1,0.002439,1
建筑空间布局,木板遮挡,1,0.002439,1
建筑空间布局,村中街、街中村,1,0.002439,1
建筑空间布局,村落形态完整,1,0.002439,1
建筑空间布局,村落环山,1,0.002439,1
建筑空间布局,来青阁连接,1,0.002439,1
建筑空间布局,枕山环水,1,0.002439,1
建筑空间布局,枕山环水面屏,1,0.002439,1
建筑空间布局,栏杆院,1,0.002439,1
建筑空间布局,栏板望柱序列,1,0.002439,1
建筑空间布局,栏柱序列,1,0.002439,1
建筑空间布局,格局完整,1,0.002439,1
建筑空间布局,桃形平面,1,0.002439,1
建筑空间布局,框门相通,1,0.002439,1
建筑空间布局,桥上廊道,1,0.002439,1
建筑空间布局,桥亭布局,1,0.002439,1
建筑空间布局,桥亭结合,1,0.002439,1
建筑空间布局,桥亭间隔布局,1,0.002439,1
建筑空间布局,桥从门前进，船自家中过,1,0.002439,1
建筑空间布局,桥侧佛塔,1,0.002439,1
建筑空间布局,桥台锚碇系统,1,0.002439,1
建筑空间布局,桥头雕饰,1,0.002439,1
建筑空间布局,桥廊休息空间,1,0.002439,1
建筑空间布局,桥心设亭,1,0.002439,1
建筑空间布局,桥端立碑,1,0.002439,1
建筑空间布局,桥门额题,1,0.002439,1
建筑空间布局,桥面台阶与车马道结合,1,0.002439,1
建筑空间布局,桥面收分式,1,0.002439,1
建筑空间布局,桥面梯形平面,1,0.002439,1
建筑空间布局,梅花状布局,1,0.002439,1
建筑空间布局,棋盘式格局,1,0.002439,1
建筑空间布局,棋盘式街巷,1,0.002439,1
建筑空间布局,棋盘格布局,1,0.002439,1
建筑空间布局,椭圆寨顶,1,0.002439,1
建筑空间布局,楼式四合院,1,0.002439,1
建筑空间布局,楼阁院落组合,1,0.002439,1
建筑空间布局,榭楼,1,0.002439,1
建筑空间布局,横向布局,1,0.002439,1
建筑空间布局,横屋布局,1,0.002439,1
建筑空间布局,横屋排列,1,0.002439,1
建筑空间布局,横跨横江,1,0.002439,1
建筑空间布局,横跨溪流,1,0.002439,1
建筑空间布局,横跨道路,1,0.002439,1
建筑空间布局,横跨韩江,1,0.002439,1
建筑空间布局,横连十一屋,1,0.002439,1
建筑空间布局,横长方形平面,1,0.002439,1
建筑空间布局,歇山式屋顶,1,0.002439,1
建筑空间布局,歇山顶布局,1,0.002439,1
建筑空间布局,歇山顶桥亭,1,0.002439,1
建筑空间布局,歇山顶端阁,1,0.002439,1
建筑空间布局,正交布局,1,0.002439,1
建筑空间布局,正偏布局,1,0.002439,1
建筑空间布局,正厅,1,0.002439,1
建筑空间布局,正房厢房布局,1,0.002439,1
建筑空间布局,正殿配殿布局,1,0.002439,1
建筑空间布局,正院侧院,1,0.002439,1
建筑空间布局,殿宇移建,1,0.002439,1
建筑空间布局,民居格局,1,0.002439,1
建筑空间布局,水中长堤,1,0.002439,1
建筑空间布局,水井布局,1,0.002439,1
建筑空间布局,水塘,1,0.002439,1
建筑空间布局,水庭中心布局,1,0.002439,1
建筑空间布局,水街巷,1,0.002439,1
建筑空间布局,江南山水园林,1,0.002439,1
建筑空间布局,江南庭院式布局,1,0.002439,1
建筑空间布局,江南民居布局,1,0.002439,1
建筑空间布局,池中一岛,1,0.002439,1
建筑空间布局,池亭布局,1,0.002439,1
建筑空间布局,池周环建,1,0.002439,1
建筑空间布局,池塘布局,1,0.002439,1
建筑空间布局,池心布局,1,0.002439,1
建筑空间布局,池畔建筑,1,0.002439,1
建筑空间布局,池阁相映格局,1,0.002439,1
建筑空间布局,沿江布局,1,0.002439,1
建筑空间布局,沿河布局,1,0.002439,1
建筑空间布局,湖上建筑,1,0.002439,1
建筑空间布局,湖心亭布局,1,0.002439,1
建筑空间布局,湖泊区,1,0.002439,1
建筑空间布局,溪流适配形制,1,0.002439,1
建筑空间布局,溪谷依势布局,1,0.002439,1
建筑空间布局,潭影轩,1,0.002439,1
建筑空间布局,烽火台,1,0.002439,1
建筑空间布局,烽火台配置,1,0.002439,1
建筑空间布局,照壁对置,1,0.002439,1
建筑空间布局,燕翅墙,1,0.002439,1
建筑空间布局,牌坊入口,1,0.002439,1
建筑空间布局,牌坊布局,1,0.002439,1
建筑空间布局,牛形布局,1,0.002439,1
建筑空间布局,独立连通,1,0.002439,1
建筑空间布局,狱房居南,1,0.002439,1
建筑空间布局,王城,1,0.002439,1
建筑空间布局,环城街道,1,0.002439,1
建筑空间布局,环山抱水,1,0.002439,1
建筑空间布局,环形小街,1,0.002439,1
建筑空间布局,环抱式布局,1,0.002439,1
建筑空间布局,琼北民居布局,1,0.002439,1
建筑空间布局,瓮城,1,0.002439,1
建筑空间布局,甬道,1,0.002439,1
建筑空间布局,由内向外分布,1,0.002439,1
建筑空间布局,画舫式布局,1,0.002439,1
建筑空间布局,疏密均匀,1,0.002439,1
建筑空间布局,监狱分院,1,0.002439,1
建筑空间布局,矩形城池,1,0.002439,1
建筑空间布局,石上村落,1,0.002439,1
建筑空间布局,石劵拱门,1,0.002439,1
建筑空间布局,石埕,1,0.002439,1
建筑空间布局,石板路网,1,0.002439,1
建筑空间布局,石栏杆与石狮柱,1,0.002439,1
建筑空间布局,石栏板与望柱组合,1,0.002439,1
建筑空间布局,石桥连接,1,0.002439,1
建筑空间布局,石梯通厅,1,0.002439,1
建筑空间布局,石牌坊,1,0.002439,1
建筑空间布局,石象生,1,0.002439,1
建筑空间布局,石阶坡道,1,0.002439,1
建筑空间布局,石阶连接平台,1,0.002439,1
建筑空间布局,碑记附属布局,1,0.002439,1
建筑空间布局,礼耕堂布局,1,0.002439,1
建筑空间布局,神道,1,0.002439,1
建筑空间布局,神龛布局,1,0.002439,1
建筑空间布局,祠堂花园配置,1,0.002439,1
建筑空间布局,禾坪,1,0.002439,1
建筑空间布局,私家园林,1,0.002439,1
建筑空间布局,穿心院,1,0.002439,1
建筑空间布局,窄巷纵横,1,0.002439,1
建筑空间布局,窄幅长桥,1,0.002439,1
建筑空间布局,窄桥面,1,0.002439,1
建筑空间布局,竖井式聚财型四合院,1,0.002439,1
建筑空间布局,笔直无曲,1,0.002439,1
建筑空间布局,等截面拱,1,0.002439,1
建筑空间布局,等距分布,1,0.002439,1
建筑空间布局,等距齿列,1,0.002439,1
建筑空间布局,紧凑布局,1,0.002439,1
建筑空间布局,红墙围合,1,0.002439,1
建筑空间布局,纵三横四,1,0.002439,1
建筑空间布局,纵四进横十一排,1,0.002439,1
建筑空间布局,纵深两进,1,0.002439,1
建筑空间布局,纵轴布局,1,0.002439,1
建筑空间布局,纵轴横轴布局,1,0.002439,1
建筑空间布局,纵轴线布局,1,0.002439,1
建筑空间布局,线性延展,1,0.002439,1
建筑空间布局,线性排列,1,0.002439,1
建筑空间布局,线性桥道,1,0.002439,1
建筑空间布局,线性桥面,1,0.002439,1
建筑空间布局,线性通道,1,0.002439,1
建筑空间布局,组合紧凑,1,0.002439,1
建筑空间布局,组团式布局,1,0.002439,1
建筑空间布局,结构严谨,1,0.002439,1
建筑空间布局,绕廊,1,0.002439,1
建筑空间布局,统楼院,1,0.002439,1
建筑空间布局,绮园十景,1,0.002439,1
建筑空间布局,翼角起翘廊亭,1,0.002439,1
建筑空间布局,考棚对列,1,0.002439,1
建筑空间布局,联体保护,1,0.002439,1
建筑空间布局,联结东西两岸,1,0.002439,1
建筑空间布局,聚秀湖布局,1,0.002439,1
建筑空间布局,聚落形态,1,0.002439,1
建筑空间布局,背山面沟,1,0.002439,1
建筑空间布局,自然融合,1,0.002439,1
建筑空间布局,致和塘沿线,1,0.002439,1
建筑空间布局,船形布局,1,0.002439,1
建筑空间布局,花桥跨溪,1,0.002439,1
建筑空间布局,莲池对称,1,0.002439,1
建筑空间布局,萨岁台分布,1,0.002439,1
建筑空间布局,虎牙,1,0.002439,1
建筑空间布局,虚实相生,1,0.002439,1
建筑空间布局,蜈蚣须护翼,1,0.002439,1
建筑空间布局,街巷布局,1,0.002439,1
建筑空间布局,街巷沿溪而设,1,0.002439,1
建筑空间布局,街桥一体,1,0.002439,1
建筑空间布局,街穿天井,1,0.002439,1
建筑空间布局,衙署区,1,0.002439,1
建筑空间布局,袖珍园林,1,0.002439,1
建筑空间布局,西侧副线,1,0.002439,1
建筑空间布局,西北—东南向布局,1,0.002439,1
建筑空间布局,西北—东南走向,1,0.002439,1
建筑空间布局,西北登台,1,0.002439,1
建筑空间布局,西南入口布局,1,0.002439,1
建筑空间布局,西南角附属房,1,0.002439,1
建筑空间布局,西大院,1,0.002439,1
建筑空间布局,西庄园,1,0.002439,1
建筑空间布局,西门外,1,0.002439,1
建筑空间布局,观天台,1,0.002439,1
建筑空间布局,观澜门,1,0.002439,1
建筑空间布局,观象台与四合院组合,1,0.002439,1
建筑空间布局,规制完备,1,0.002439,1
建筑空间布局,规整划一,1,0.002439,1
建筑空间布局,规整街巷,1,0.002439,1
建筑空间布局,贴金雕花门窗,1,0.002439,1
建筑空间布局,贺家大院,1,0.002439,1
建筑空间布局,走马吊楼,1,0.002439,1
建筑空间布局,走马堂楼,1,0.002439,1
建筑空间布局,跨水设桥,1,0.002439,1
建筑空间布局,跨水道布局,1,0.002439,1
建筑空间布局,跨河桥位,1,0.002439,1
建筑空间布局,跨河线性布局,1,0.002439,1
建筑空间布局,跨河轴线,1,0.002439,1
建筑空间布局,跨涧而建,1,0.002439,1
建筑空间布局,跨院布局,1,0.002439,1
建筑空间布局,路灯系统,1,0.002439,1
建筑空间布局,路网密集,1,0.002439,1
建筑空间布局,轴线对景,1,0.002439,1
建筑空间布局,轴线式墓道,1,0.002439,1
建筑空间布局,轴线排列,1,0.002439,1
建筑空间布局,辅助用房环绕,1,0.002439,1
建筑空间布局,过庭院,1,0.002439,1
建筑空间布局,近正方形平面,1,0.002439,1
建筑空间布局,进深三间,1,0.002439,1
建筑空间布局,进深五间,1,0.002439,1
建筑空间布局,进深八椽,1,0.002439,1
建筑空间布局,进深六椽,1,0.002439,1
建筑空间布局,连廊交通系统,1,0.002439,1
建筑空间布局,迥廊环绕,1,0.002439,1
建筑空间布局,逐级升高布局,1,0.002439,1
建筑空间布局,逐级抬升布局,1,0.002439,1
建筑空间布局,通廊房布局,1,0.002439,1
建筑空间布局,通透式布局,1,0.002439,1
建筑空间布局,鄂东南民居格局,1,0.002439,1
建筑空间布局,配殿对置,1,0.002439,1
建筑空间布局,重檐歇山顶门楼,1,0.002439,1
建筑空间布局,金柱支撑,1,0.002439,1
建筑空间布局,钟鼓楼对峙,1,0.002439,1
建筑空间布局,错落有致,1,0.002439,1
建筑空间布局,镇外桥,1,0.002439,1
建筑空间布局,长廊叠梁式屋架,1,0.002439,1
建筑空间布局,长廊式布局,1,0.002439,1
建筑空间布局,长廊曲桥,1,0.002439,1
建筑空间布局,长方形城制,1,0.002439,1
建筑空间布局,长方形布局,1,0.002439,1
建筑空间布局,长桥布局,1,0.002439,1
建筑空间布局,长甬道,1,0.002439,1
建筑空间布局,门厅-享堂-后寝序列,1,0.002439,1
建筑空间布局,门厅-轿厅-大厅-瑞云楼序列,1,0.002439,1
建筑空间布局,门楼—门屋—享堂—寝楼序列,1,0.002439,1
建筑空间布局,门楼东向,1,0.002439,1
建筑空间布局,门楼组团聚居,1,0.002439,1
建筑空间布局,门狮装饰,1,0.002439,1
建筑空间布局,闭合区域,1,0.002439,1
建筑空间布局,闸桥连岛,1,0.002439,1
建筑空间布局,附属建筑,1,0.002439,1
建筑空间布局,附属建筑群,1,0.002439,1
建筑空间布局,附属院落群,1,0.002439,1
建筑空间布局,院前,1,0.002439,1
建筑空间布局,院舍建筑,1,0.002439,1
建筑空间布局,院落,1,0.002439,1
建筑空间布局,院落串联,1,0.002439,1
建筑空间布局,院落分隔,1,0.002439,1
建筑空间布局,院落布局,1,0.002439,1
建筑空间布局,院落并列联排,1,0.002439,1
建筑空间布局,院落序列,1,0.002439,1
建筑空间布局,院落联通,1,0.002439,1
建筑空间布局,院落贯通,1,0.002439,1
建筑空间布局,院落连体,1,0.002439,1
建筑空间布局,随形就势,1,0.002439,1
建筑空间布局,隔墙分域,1,0.002439,1
建筑空间布局,集中分布,1,0.002439,1
建筑空间布局,集中式布局,1,0.002439,1
建筑空间布局,集中式院落,1,0.002439,1
建筑空间布局,集中成片,1,0.002439,1
建筑空间布局,露天梯道,1,0.002439,1
建筑空间布局,面东布局,1,0.002439,1
建筑空间布局,面阔五/七间,1,0.002439,1
建筑空间布局,面阔五间进深三间,1,0.002439,1
建筑空间布局,面阔进深递减,1,0.002439,1
建筑空间布局,顺地势布局,1,0.002439,1
建筑空间布局,风水布局,1,0.002439,1
建筑空间布局,风洞窗,1,0.002439,1
建筑空间布局,风雨桥,1,0.002439,1
建筑空间布局,飞阁三座,1,0.002439,1
建筑空间布局,马道登台,1,0.002439,1
建筑空间布局,骑楼,1,0.002439,1
建筑空间布局,高低错落,1,0.002439,1
建筑空间布局,高墙深院,1,0.002439,1
建筑空间布局,高门台,1,0.002439,1
建筑空间布局,鹅卵石铺地,1,0.002439,1
建筑空间布局,鼓楼中心布局,1,0.002439,1
建筑空间布局,鼓楼居中,1,0.002439,1
建筑结构体系,一体式布局,1,0.002439,1
建筑结构体系,一字形城墙,1,0.002439,1
建筑结构体系,一脊两堂,1,0.002439,1
建筑结构体系,一进三重,1,0.002439,1
建筑结构体系,一进三间,1,0.002439,1
建筑结构体系,一进院落,1,0.002439,1
建筑结构体系,七孔不等跨石拱桥,1,0.002439,1
建筑结构体系,七孔连拱石桥,1,0.002439,1
建筑结构体系,七檩结构,1,0.002439,1
建筑结构体系,七间主厅,1,0.002439,1
建筑结构体系,七间五间制,1,0.002439,1
建筑结构体系,三乐堂,1,0.002439,1
建筑结构体系,三厅式,1,0.002439,1
建筑结构体系,三叉形布局,1,0.002439,1
建筑结构体系,三合土墓圹,1,0.002439,1
建筑结构体系,三合院式,1,0.002439,1
建筑结构体系,三坊一照壁,1,0.002439,1
建筑结构体系,三堂四横,1,0.002439,1
建筑结构体系,三堂四横一围,1,0.002439,1
建筑结构体系,三墩两孔,1,0.002439,1
建筑结构体系,三孔两墩,1,0.002439,1
建筑结构体系,三孔二墩二台,1,0.002439,1
建筑结构体系,三孔平梁石桥,1,0.002439,1
建筑结构体系,三孔拱券,1,0.002439,1
建筑结构体系,三孔石拱,1,0.002439,1
建筑结构体系,三孔薄墩薄拱实腹石拱桥,1,0.002439,1
建筑结构体系,三层三重檐歇山顶,1,0.002439,1
建筑结构体系,三层木构塔形,1,0.002439,1
建筑结构体系,三层木构架,1,0.002439,1
建筑结构体系,三层楼房,1,0.002439,1
建筑结构体系,三层结构,1,0.002439,1
建筑结构体系,三开间,1,0.002439,1
建筑结构体系,三折边,1,0.002439,1
建筑结构体系,三拱廊桥,1,0.002439,1
建筑结构体系,三斗三拱,1,0.002439,1
建筑结构体系,三明两暗合院,1,0.002439,1
建筑结构体系,三柱式,1,0.002439,1
建筑结构体系,三段式布局,1,0.002439,1
建筑结构体系,三环楼层,1,0.002439,1
建筑结构体系,三路并联布局,1,0.002439,1
建筑结构体系,三进两院,1,0.002439,1
建筑结构体系,三进两院过道厅,1,0.002439,1
建筑结构体系,三进二明堂,1,0.002439,1
建筑结构体系,三进五开间,1,0.002439,1
建筑结构体系,三进围屋,1,0.002439,1
建筑结构体系,三进式正屋,1,0.002439,1
建筑结构体系,三重檐,1,0.002439,1
建筑结构体系,三重檐歇山式,1,0.002439,1
建筑结构体系,三间厢房,1,0.002439,1
建筑结构体系,三阳关,1,0.002439,1
建筑结构体系,不对称拱桥,1,0.002439,1
建筑结构体系,两两呼应,1,0.002439,1
建筑结构体系,两孔三亭,1,0.002439,1
建筑结构体系,两层楼房,1,0.002439,1
建筑结构体系,两层阁楼,1,0.002439,1
建筑结构体系,中轴对称格局,1,0.002439,1
建筑结构体系,主楼配阁结构,1,0.002439,1
建筑结构体系,主次轴线,1,0.002439,1
建筑结构体系,主院与跨院组合,1,0.002439,1
建筑结构体系,九墩联孔,1,0.002439,1
建筑结构体系,九孔不等跨连续坦拱桥,1,0.002439,1
建筑结构体系,九孔半圆形拱,1,0.002439,1
建筑结构体系,九梁十八柱七十二条脊,1,0.002439,1
建筑结构体系,九椽屋,1,0.002439,1
建筑结构体系,九檩,1,0.002439,1
建筑结构体系,二台一墩,1,0.002439,1
建筑结构体系,二层三檐,1,0.002439,1
建筑结构体系,二层楼阁,1,0.002439,1
建筑结构体系,二层楼阁式,1,0.002439,1
建筑结构体系,二进四合院,1,0.002439,1
建筑结构体系,二龙驮桥,1,0.002439,1
建筑结构体系,五孔实腹联拱式,1,0.002439,1
建筑结构体系,五孔拱,1,0.002439,1
建筑结构体系,五孔拱券,1,0.002439,1
建筑结构体系,五孔拱桥,1,0.002439,1
建筑结构体系,五孔石拱桥,1,0.002439,1
建筑结构体系,五孔闸坝,1,0.002439,1
建筑结构体系,五山封火墙,1,0.002439,1
建筑结构体系,五开间,1,0.002439,1
建筑结构体系,五开间正房,1,0.002439,1
建筑结构体系,五折边,1,0.002439,1
建筑结构体系,五架穿斗式,1,0.002439,1
建筑结构体系,五路六院,1,0.002439,1
建筑结构体系,五边形拱,1,0.002439,1
建筑结构体系,五进四合院,1,0.002439,1
建筑结构体系,五重四进,1,0.002439,1
建筑结构体系,五间大门,1,0.002439,1
建筑结构体系,井字形天花,1,0.002439,1
建筑结构体系,井干式,1,0.002439,1
建筑结构体系,亭台殿阁组合,1,0.002439,1
建筑结构体系,亮梯子,1,0.002439,1
建筑结构体系,人字梁架,1,0.002439,1
建筑结构体系,人工开凿结构,1,0.002439,1
建筑结构体系,仓墙合一,1,0.002439,1
建筑结构体系,仪门,1,0.002439,1
建筑结构体系,仿天一阁式,1,0.002439,1
建筑结构体系,仿拱形结构,1,0.002439,1
建筑结构体系,伸臂叠梁,1,0.002439,1
建筑结构体系,伸臂桥,1,0.002439,1
建筑结构体系,伸臂梁式,1,0.002439,1
建筑结构体系,伸臂梁结构,1,0.002439,1
建筑结构体系,侗家四合楼院,1,0.002439,1
建筑结构体系,依山就势布局,1,0.002439,1
建筑结构体系,依山而建,1,0.002439,1
建筑结构体系,傣汉融合结构,1,0.002439,1
建筑结构体系,全木结构,1,0.002439,1
建筑结构体系,全砖结构,1,0.002439,1
建筑结构体系,八卦形平面,1,0.002439,1
建筑结构体系,八字形拱架,1,0.002439,1
建筑结构体系,八字斜撑,1,0.002439,1
建筑结构体系,八椽进深,1,0.002439,1
建筑结构体系,六墩五孔,1,0.002439,1
建筑结构体系,六开间,1,0.002439,1
建筑结构体系,六柱三楼式,1,0.002439,1
建筑结构体系,六椽三柱,1,0.002439,1
建筑结构体系,六椽栿对乳栿,1,0.002439,1
建筑结构体系,关隘体系,1,0.002439,1
建筑结构体系,兵房,1,0.002439,1
建筑结构体系,内外双城结构,1,0.002439,1
建筑结构体系,内外城结构,1,0.002439,1
建筑结构体系,分心三柱,1,0.002439,1
建筑结构体系,分水尖桥墩,1,0.002439,1
建筑结构体系,分节并列砌筑,1,0.002439,1
建筑结构体系,前低后高布局,1,0.002439,1
建筑结构体系,前出廊结构,1,0.002439,1
建筑结构体系,前后廊,1,0.002439,1
建筑结构体系,前宅后园,1,0.002439,1
建筑结构体系,前庭后寝,1,0.002439,1
建筑结构体系,前疏后密结构,1,0.002439,1
建筑结构体系,剪刀撑,1,0.002439,1
建筑结构体系,副墩加固,1,0.002439,1
建筑结构体系,包砖墙体,1,0.002439,1
建筑结构体系,包砖夯土结构,1,0.002439,1
建筑结构体系,北方硬山式,1,0.002439,1
建筑结构体系,十一孔拱桥,1,0.002439,1
建筑结构体系,十八梭船廿四洲,1,0.002439,1
建筑结构体系,十字交叉筒券通道,1,0.002439,1
建筑结构体系,十字形拱券,1,0.002439,1
建筑结构体系,半四角攒尖顶,1,0.002439,1
建筑结构体系,半圆形拱券,1,0.002439,1
建筑结构体系,半圆形驼峰式,1,0.002439,1
建筑结构体系,半圆拱,1,0.002439,1
建筑结构体系,半圆框形拱,1,0.002439,1
建筑结构体系,单体四合院,1,0.002439,1
建筑结构体系,单元式围楼,1,0.002439,1
建筑结构体系,单圆拱,1,0.002439,1
建筑结构体系,单孔伸臂梁式,1,0.002439,1
建筑结构体系,单孔平梁石桥,1,0.002439,1
建筑结构体系,单孔拱券,1,0.002439,1
建筑结构体系,单孔拱桥,1,0.002439,1
建筑结构体系,单孔敞肩弧形坦拱,1,0.002439,1
建筑结构体系,单孔木拱,1,0.002439,1
建筑结构体系,单孔石拱,1,0.002439,1
建筑结构体系,单孔跨度,1,0.002439,1
建筑结构体系,单拱折边形石拱桥,1,0.002439,1
建筑结构体系,单拱敞肩,1,0.002439,1
建筑结构体系,单拱桥,1,0.002439,1
建筑结构体系,单檐,1,0.002439,1
建筑结构体系,单檐悬山顶,1,0.002439,1
建筑结构体系,单檐攒尖,1,0.002439,1
建筑结构体系,单檐硬山,1,0.002439,1
建筑结构体系,单檐硬山式,1,0.002439,1
建筑结构体系,单间加擎檐柱式,1,0.002439,1
建筑结构体系,单面坡,1,0.002439,1
建筑结构体系,单面靠岸纤道,1,0.002439,1
建筑结构体系,卫城体系,1,0.002439,1
建筑结构体系,卷杀,1,0.002439,1
建筑结构体系,卷棚,1,0.002439,1
建筑结构体系,卷棚式屋顶,1,0.002439,1
建筑结构体系,厚拱厚墩,1,0.002439,1
建筑结构体系,厢房结构,1,0.002439,1
建筑结构体系,双孔石拱,1,0.002439,1
建筑结构体系,双层折廊,1,0.002439,1
建筑结构体系,双层木桥,1,0.002439,1
建筑结构体系,双层牢房楼,1,0.002439,1
建筑结构体系,双扇铁皮木质大门,1,0.002439,1
建筑结构体系,双护厝,1,0.002439,1
建筑结构体系,双敞肩式,1,0.002439,1
建筑结构体系,双环圆形土楼,1,0.002439,1
建筑结构体系,双重城垣,1,0.002439,1
建筑结构体系,双重石拱桥,1,0.002439,1
建筑结构体系,双面临水纤道,1,0.002439,1
